ID,Reporting_Year,NPRI_ID,Facility_Name,Company_Name,Province,CAS_Number,Substance_Name,Group,Category,Quantity,Units
955,2002,397,ALLISTON PLANT 1,"HONDA OF CANADA MFG., A DIV. OF HONDA    CANADA INC.",ON,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,11,tonnes
956,2002,397,ALLISTON PLANT 1,"HONDA OF CANADA MFG., A DIV. OF HONDA    CANADA INC.",ON,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Fugitive,0.017,tonnes
957,2002,397,ALLISTON PLANT 1,"HONDA OF CANADA MFG., A DIV. OF HONDA    CANADA INC.",ON,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Road dust,0.072,tonnes
958,2002,397,ALLISTON PLANT 1,"HONDA OF CANADA MFG., A DIV. OF HONDA    CANADA INC.",ON,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,671,tonnes
959,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,100-41-4,Ethylbenzene,Total All Media<1t,All Media,0.26,tonnes
960,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,108-88-3,Toluene,Releases to Air,Storage / Handling,0.51,tonnes
961,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,108-88-3,Toluene,Releases to Air,Fugitive,0.58,tonnes
962,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,110-54-3,n-Hexane,Releases to Air,Storage / Handling,2.88,tonnes
963,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,110-54-3,n-Hexane,Releases to Air,Fugitive,1.45,tonnes
964,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,110-82-7,Cyclohexane,Releases to Air,Storage / Handling,0.53,tonnes
965,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,110-82-7,Cyclohexane,Releases to Air,Fugitive,0.59,tonnes
966,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,140.42,tonnes
967,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,129-00-0,Pyrene - PAH,Total All Media<1t,All Media,0,kg
968,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,1330-20-7,Xylene (mixed isomers),Releases to Air,Storage / Handling,0.54,tonnes
969,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,1330-20-7,Xylene (mixed isomers),Releases to Air,Fugitive,0.7,tonnes
970,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,191-24-2,"Benzo(g,h,i)perylene - PAH",Total All Media<1t,All Media,0,kg
971,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,192-97-2,Benzo(e)pyrene - PAH,Total All Media<1t,All Media,0,kg
972,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,193-39-5,"Indeno(1,2,3-CD)pyrene - PAH",Total All Media<1t,All Media,0,kg
973,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,198-55-0,Perylene - PAH,Total All Media<1t,All Media,0,kg
974,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,205-82-3,Benzo(j)fluoranthene - PAH,Total All Media<1t,All Media,0,kg
975,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,205-99-2,Benzo(b)fluoranthene - PAH,Total All Media<1t,All Media,0,kg
976,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,207-08-9,Benzo(k)fluoranthene - PAH,Total All Media<1t,All Media,0,kg
977,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,218-01-9,Benzo(a)phenanthrene - PAH,Total All Media<1t,All Media,0,kg
978,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,50-32-8,Benzo(a)pyrene - PAH,Total All Media<1t,All Media,0,kg
979,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,53-70-3,"Dibenzo(a,h)anthracene - PAH",Total All Media<1t,All Media,0,kg
980,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,56-55-3,Benzo(a)anthracene - PAH,Total All Media<1t,All Media,0,kg
981,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,59.513,tonnes
982,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,71-43-2,Benzene,Total All Media<1t,All Media,0.46,tonnes
983,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,19.574,tonnes
984,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,6/4/7783,Hydrogen sulphide,Total All Media<1t,All Media,0.21,tonnes
985,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,85-01-8,Phenanthrene - PAH,Total All Media<1t,All Media,0.004,kg
986,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,91-20-3,Naphthalene,Total All Media<1t,All Media,0.06,tonnes
987,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,95-63-6,"1,2,4-Trimethylbenzene",Total All Media<1t,All Media,0.15,tonnes
988,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,5.407,tonnes
989,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,5.402,tonnes
990,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,5.402,tonnes
991,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,27.5,tonnes
992,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,83.64,tonnes
993,2002,403,HUSKY LLOYDMINSTER HEAVY OIL REFINERY,HUSKY OIL OPERATIONS,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Other Non-Point,1659.97,tonnes
994,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,100-41-4,Ethylbenzene,Total All Media<1t,All Media,0.26,tonnes
995,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,108-88-3,Toluene,Releases to Air,Stack / Point,0,tonnes
996,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,108-88-3,Toluene,Releases to Air,Storage / Handling,0.98,tonnes
997,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,108-88-3,Toluene,Releases to Air,Fugitive,0.18,tonnes
998,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,108-88-3,Toluene,Releases to Land,Spills,0.1,tonnes
999,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-54-3,n-Hexane,Releases to Air,Storage / Handling,3.591,tonnes
1000,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-54-3,n-Hexane,Releases to Air,Fugitive,0.649,tonnes
1001,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-54-3,n-Hexane,Releases to Air,Spills,0,tonnes
1002,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-54-3,n-Hexane,Releases to Land,Spills,0.1,tonnes
1003,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-82-7,Cyclohexane,Releases to Air,Storage / Handling,1.071,tonnes
1004,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-82-7,Cyclohexane,Releases to Air,Fugitive,0.199,tonnes
1005,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,110-82-7,Cyclohexane,Releases to Land,Spills,0.1,tonnes
1006,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,65.7,tonnes
1007,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,115-07-1,Propylene,Releases to Air,Storage / Handling,1.88,tonnes
1008,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,115-07-1,Propylene,Releases to Air,Fugitive,0.1,tonnes
1009,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,1330-20-7,Xylene (mixed isomers),Total All Media<1t,All Media,0.92,tonnes
1010,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,4759,tonnes
1011,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,71-43-2,Benzene,Total All Media<1t,All Media,0.62,tonnes
1012,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,1439.3,tonnes
1013,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,74-85-1,Ethylene,Releases to Air,Fugitive,1.98,tonnes
1014,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,1.77,tonnes
1015,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,6/4/7783,Hydrogen sulphide,Releases to Air,Fugitive,0.1,tonnes
1016,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,91-20-3,Naphthalene,Total All Media<1t,All Media,0.32,tonnes
1017,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,95-63-6,"1,2,4-Trimethylbenzene",Total All Media<1t,All Media,0.15,tonnes
1018,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,42.84,tonnes
1019,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M09,PM10 - Particulate Matter <= 10 Microns,Total All Media<1t,All Media,0.96,tonnes
1020,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Total All Media<1t,All Media,0.85,tonnes
1021,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,25.4,tonnes
1022,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,240.5,tonnes
1023,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,17,tonnes
1024,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Spills,0,tonnes
1025,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - P/H,"PAHs, total unspeciated",Releases to Land,Spills,4,kg
1026,2002,405,PRINCE GEORGE REFINERY,HUSKY OIL OPERATIONS LIMITED,British-Columbia,NA - P/H,"PAHs, total unspeciated",Releases to Land,Leaks,1,kg
1027,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,100-41-4,Ethylbenzene,Total All Media<1t,All Media,0.93,tonnes
1028,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,108-88-3,Toluene,Releases to Air,Storage / Handling,0.87,tonnes
1029,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,108-88-3,Toluene,Releases to Air,Fugitive,3.56,tonnes
1030,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,108-88-3,Toluene,Releases to Air,Spills,0,tonnes
1031,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,110-54-3,n-Hexane,Releases to Air,Storage / Handling,0.01,tonnes
1032,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,110-54-3,n-Hexane,Releases to Air,Fugitive,14.15,tonnes
1033,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,110-82-7,Cyclohexane,Releases to Air,Storage / Handling,0.3,tonnes
1034,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,110-82-7,Cyclohexane,Releases to Air,Fugitive,1.6,tonnes
1035,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,110-82-7,Cyclohexane,Releases to Air,Spills,0,tonnes
1036,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,177.6,tonnes
1037,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Fugitive,975.7,tonnes
1038,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,1330-20-7,Xylene (mixed isomers),Releases to Air,Storage / Handling,0.56,tonnes
1039,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,1330-20-7,Xylene (mixed isomers),Releases to Air,Fugitive,2.5,tonnes
1040,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,1330-20-7,Xylene (mixed isomers),Releases to Air,Spills,0,tonnes
1041,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,72.71,tonnes
1042,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,630-08-0,Carbon monoxide,Releases to Air,Fugitive,125.26,tonnes
1043,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,71-43-2,Benzene,Releases to Air,Storage / Handling,0.51,tonnes
1044,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,71-43-2,Benzene,Releases to Air,Fugitive,2.26,tonnes
1045,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,71-43-2,Benzene,Releases to Air,Spills,0,tonnes
1046,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,15183,tonnes
1047,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,75-15-0,Carbon disulphide,Releases to Air,Stack / Point,687.58,tonnes
1048,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,7664-93-9,Sulphuric acid,Total All Media<1t,All Media,0,tonnes
1049,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,240.87,tonnes
1050,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,6/4/7783,Hydrogen sulphide,Releases to Air,Storage / Handling,46.68,tonnes
1051,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,6/4/7783,Hydrogen sulphide,Releases to Air,Fugitive,1.33,tonnes
1052,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,95-63-6,"1,2,4-Trimethylbenzene",Total All Media<1t,All Media,0.24,tonnes
1053,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,2.88,tonnes
1054,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Fugitive,2.84,tonnes
1055,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,2.88,tonnes
1056,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Fugitive,2.84,tonnes
1057,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,3.97,tonnes
1058,2002,407,RAM RIVER GAS PLANT,HUSKY OIL OPERATIONS LTD.,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,439.56,tonnes
1059,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,100-41-4,Ethylbenzene,Releases to Air,Storage / Handling,0.15,tonnes
1060,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,100-41-4,Ethylbenzene,Releases to Air,Fugitive,2.227,tonnes
1061,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,108-88-3,Toluene,Releases to Air,Storage / Handling,0.732,tonnes
1062,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,108-88-3,Toluene,Releases to Air,Fugitive,3.923,tonnes
1063,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,110-54-3,n-Hexane,Releases to Air,Storage / Handling,0.857,tonnes
1064,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,110-54-3,n-Hexane,Releases to Air,Fugitive,21,tonnes
1065,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,110-82-7,Cyclohexane,Releases to Air,Storage / Handling,0.641,tonnes
1066,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,110-82-7,Cyclohexane,Releases to Air,Fugitive,4.136,tonnes
1067,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,2219.253,tonnes
1068,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,129-00-0,Pyrene - PAH,Total All Media<1t,All Media,0,kg
1069,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,1330-20-7,Xylene (mixed isomers),Releases to Air,Storage / Handling,1.067,tonnes
1070,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,1330-20-7,Xylene (mixed isomers),Releases to Air,Fugitive,7.689,tonnes
1071,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,189-55-9,"Dibenzo(a,i)pyrene - PAH",Total All Media<1t,All Media,0,kg
1072,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,192-97-2,Benzo(e)pyrene - PAH,Total All Media<1t,All Media,0,kg
1073,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,193-39-5,"Indeno(1,2,3-CD)pyrene - PAH",Total All Media<1t,All Media,0,kg
1074,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,198-55-0,Perylene - PAH,Total All Media<1t,All Media,0,kg
1075,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,205-82-3,Benzo(j)fluoranthene - PAH,Total All Media<1t,All Media,0,kg
1076,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,205-99-2,Benzo(b)fluoranthene - PAH,Total All Media<1t,All Media,0,kg
1077,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,206-44-0,Fluoranthene - PAH,Total All Media<1t,All Media,0,kg
1078,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,207-08-9,Benzo(k)fluoranthene - PAH,Total All Media<1t,All Media,0,kg
1079,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,218-01-9,Benzo(a)phenanthrene - PAH,Total All Media<1t,All Media,0,kg
1080,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,224-42-0,"Dibenz(a,j)acridine - PAH",Total All Media<1t,All Media,0,kg
1081,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,50-32-8,Benzo(a)pyrene - PAH,Total All Media<1t,All Media,0,kg
1082,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,53-70-3,"Dibenzo(a,h)anthracene - PAH",Total All Media<1t,All Media,0,kg
1083,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,56-55-3,Benzo(a)anthracene - PAH,Total All Media<1t,All Media,0,kg
1084,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,1331.55,tonnes
1085,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,71-43-2,Benzene,Releases to Air,Storage / Handling,0.574,tonnes
1086,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,71-43-2,Benzene,Releases to Air,Fugitive,1.474,tonnes
1087,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,3852.85,tonnes
1088,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,23.05,tonnes
1089,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,6/4/7783,Hydrogen sulphide,Releases to Air,Storage / Handling,1.785,tonnes
1090,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,6/4/7783,Hydrogen sulphide,Releases to Air,Fugitive,30.243,tonnes
1091,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,85-01-8,Phenanthrene - PAH,Total All Media<1t,All Media,0,kg
1092,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,91-20-3,Naphthalene,Releases to Air,Storage / Handling,1.573,tonnes
1093,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,91-20-3,Naphthalene,Releases to Air,Fugitive,0.857,tonnes
1094,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,95-63-6,"1,2,4-Trimethylbenzene",Releases to Air,Storage / Handling,0.886,tonnes
1095,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,95-63-6,"1,2,4-Trimethylbenzene",Releases to Air,Fugitive,2.88,tonnes
1096,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - 16,Ammonia (total),Total All Media<1t,All Media,0.009,tonnes
1097,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,120.087,tonnes
1098,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,120.87,tonnes
1099,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,120.087,tonnes
1100,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,247,tonnes
1101,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,109,tonnes
1102,2002,409,HUSKY OIL LLOYDMINSTER UPGRADER,HUSKY OIL OPERATIONS,Saskatchewan,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,486,tonnes
